driver_id,customer_id,booking_date,booking_from_long,booking_from_lat,booking_to_long,booking_to_lat,booking_status,original_rate_cost,amount_cust_discount,is_rush_hour_price
540254841,542695003,8/23/2016 13:03:34,106.823684,-6.193966,106.8362116,-6.2170583,completed,15000,10000,0
540436280,545108020,8/23/2016 12:40:25,106.8191282,-6.306123318,106.815998,-6.3312439,completed,15000,10000,0
540211364,552879511,8/23/2016 10:13:51,106.755268,-6.2499214,106.7301459,-6.2200683,completed,25000,11000,1
540341587,551169018,8/23/2016 11:54:12,106.8422717,-6.223625,106.797026,-6.207372,completed,31000,17000,1
540267799,545062339,8/23/2016 9:06:55,106.8049769,-6.229096137,106.7738588,-6.2562993,completed,27000,15000,1
540251381,549968153,8/23/2016 0:35:26,106.7066565,-6.133786684,106.6600716,-6.173452987,completed,24000,13000,0
540287841,543950604,8/23/2016 8:45:23,106.7992249,-6.223941012,106.8183833,-6.208751315,completed,15000,10000,0
540243446,543546265,8/23/2016 5:03:55,106.9048526,-6.2210279,106.9002292,-6.2128857,completed,15000,10000,0
540416929,543652673,8/23/2016 0:26:40,106.812412,-6.211026148,106.8610632,-6.23866733,completed,23000,9000,0
540183786,553432900,8/23/2016 0:50:57,106.7628676,-6.235422403,106.84468,-6.174888,completed,42000,17000,0
540307443,542876984,8/23/2016 9:44:21,106.8327647,-6.3603543,106.8529729,-6.3732195,completed,18000,9000,1
540417804,549288640,8/23/2016 8:18:00,106.6849913,-6.184897811,106.677029,-6.172871,completed,15000,11000,0
540415799,553791898,8/23/2016 2:02:39,106.8281069,-6.217120985,106.7974288,-6.18719308,completed,23000,9000,0
540234498,553838558,8/23/2016 7:01:13,106.9860381,-6.240075147,107.0005443,-6.2415782,completed,15000,11000,0
540182779,548753809,8/23/2016 12:37:26,106.7587128,-6.185170137,106.8275061,-6.2298391,completed,36000,14000,0
540432677,553413336,8/23/2016 16:24:14,106.778932,-6.29106598,106.7976136,-6.2724024,cancelled,15000,7000,0
540290453,542728191,8/23/2016 10:01:41,106.7108092,-6.2896522,106.721065,-6.247612,completed,24000,10000,1
540241071,554112503,8/23/2016 1:15:53,106.8216291,-6.391195712,106.8678287,-6.3894523,completed,22000,12000,0
540204314,544055826,8/23/2016 11:05:57,106.83107,-6.209707,106.84294,-6.23649,completed,20000,11000,1
540285825,548218604,8/23/2016 4:25:22,106.8550517,-6.255305597,106.8277971,-6.248056708,completed,15000,8000,0
540210917,544227357,8/23/2016 0:47:35,106.8437637,-6.306131649,106.8376343,-6.3128698,completed,15000,9000,0
540230457,544143871,8/23/2016 2:53:45,106.9508594,-6.3345725,106.852551,-6.464229,completed,56000,22000,0
540272403,554265263,8/23/2016 12:23:57,106.8275621,-6.228956152,106.772271,-6.212944,completed,28000,15000,0
540234189,543303082,8/23/2016 1:22:15,106.9258869,-6.2157961,106.881713,-6.214687,completed,15000,8000,0
540456852,550897081,8/23/2016 5:29:16,106.8036408,-6.226711394,106.828662,-6.187547,cancelled,18000,7000,0
540201126,551030666,8/23/2016 12:09:57,106.8104171,-6.255703867,106.7809229,-6.333828102,completed,29000,11000,0
540177542,543338296,8/23/2016 9:58:32,106.8192841,-6.3058584,106.808738,-6.349301,completed,22000,12000,1
540412022,543164736,8/23/2016 0:12:22,106.9639789,-6.306171,107.0191144,-6.2209052,completed,34000,13000,0
540257467,554346625,8/23/2016 6:32:02,106.8743972,-6.3084272,106.8796077,-6.331573133,completed,15000,9000,0
540185926,542823700,8/23/2016 2:14:31,106.9125332,-6.161099899,106.7978302,-6.196168063,completed,47000,26000,0
540287870,543009878,8/23/2016 1:14:11,106.8814643,-6.3642119,106.829559,-6.368074,completed,30000,16000,0
540226927,553134133,8/22/2016 22:50:17,106.8285351,-6.175175976,106.836933,-6.176766,completed,15000,10000,0
540258248,543976457,8/23/2016 7:13:36,106.9067064,-6.121259992,106.956574,-6.1220311,completed,19000,7000,0
540411137,548267469,8/23/2016 0:04:29,106.7718386,-6.3087406,106.836224,-6.261812,completed,33000,18000,0
540297132,543514954,8/23/2016 10:06:21,106.805509,-6.229120134,106.7837999,-6.324179016,cancelled,48000,20000,1
540170763,546561834,8/23/2016 10:17:14,106.7546342,-6.305859719,106.820537,-6.346969,completed,59000,25000,1
540180302,548489208,8/23/2016 13:14:49,106.998969,-6.235918009,106.9912124,-6.285157964,completed,19000,7000,0
540304622,543392080,8/23/2016 11:12:16,106.8182549,-6.15546443,106.7676898,-6.17770895,completed,34000,19000,1
540339406,552747103,8/23/2016 8:59:32,106.6685091,-6.275833907,106.610241,-6.234419,completed,33000,18000,0
540188944,543172017,8/23/2016 6:06:06,106.8494613,-6.208920637,106.8521208,-6.2003202,completed,15000,12000,0
540406210,544847924,8/23/2016 12:47:33,107.0169569,-6.178158278,106.9989691,-6.2359179,completed,22000,12000,0
540199007,542810784,8/23/2016 1:44:35,106.8294144,-6.2507924,106.797494,-6.244178,completed,16000,8000,0
540307324,145308,8/23/2016 1:49:17,106.8447829,-6.233228666,106.848921,-6.237514,completed,15000,12000,0
540288745,543134612,8/23/2016 2:35:07,106.74685,-6.311492,106.7127177,-6.2969925,completed,16000,6000,0
540255406,542608537,8/23/2016 9:17:01,106.6109999,-6.228259895,106.6162031,-6.2291465,completed,15000,7000,1
540434303,549332372,8/23/2016 12:28:59,106.819834,-6.165849967,106.8000004,-6.174422648,completed,15000,10000,0
540171157,543467947,8/23/2016 0:49:06,106.8038571,-6.22465294,106.83142,-6.217345,completed,21000,8000,0
540398962,553782051,8/23/2016 14:07:32,106.8479821,-6.121690032,106.8846164,-6.111965041,completed,15000,6000,0
540198823,547016044,8/23/2016 3:56:10,106.8130678,-6.284894355,106.8001362,-6.283651289,completed,15000,9000,0
540232872,551911162,8/22/2016 21:38:40,106.8166449,-6.167303979,106.823711,-6.146616,cancelled,15000,8000,0
540187174,534957261,8/23/2016 8:54:43,106.8418945,-6.3019416,106.801884,-6.3471769,completed,26000,10000,0
540452018,543443074,8/23/2016 14:26:11,106.8695655,-6.269394485,106.8590263,-6.2218536,completed,18000,7000,0
540402967,549975521,8/23/2016 7:12:29,106.8047201,-6.196120065,106.8513868,-6.255811849,completed,29000,15000,0
540300446,554337061,8/22/2016 23:06:13,106.846354,-6.1859848,106.8720899,-6.1831701,completed,15000,9000,0
540271947,533894586,8/23/2016 0:04:07,106.7627009,-6.200768158,106.789,-6.16939599,cancelled,20000,11000,0
540183521,551923803,8/23/2016 8:15:40,106.87091,-6.220919,106.9340158,-6.2088224,completed,25000,10000,0
540183889,543708189,8/23/2016 5:04:14,106.8597681,-6.298137981,106.872056,-6.250831,completed,17000,6000,0
540199720,550978746,8/23/2016 0:15:41,106.9202422,-6.358834711,106.9381282,-6.270606,completed,28000,11000,0
540202091,545429711,8/22/2016 21:41:00,106.8683196,-6.348519986,106.8252129,-6.2589683,completed,38000,15000,0
540212229,543863967,8/23/2016 12:12:14,106.7804686,-6.21234038,106.7977591,-6.227599966,completed,15000,7000,0
540415189,544101545,8/23/2016 14:31:39,106.9541765,-6.334612524,106.9367659,-6.309441452,cancelled,15000,9000,0
540193687,543067622,8/23/2016 15:19:52,106.870894,-6.13816,106.8716378,-6.1181267,completed,15000,10000,0
540182306,546487582,8/23/2016 1:31:19,106.8126789,-6.404158065,106.780257,-6.347496999,completed,23000,9000,0
540442056,547934356,8/23/2016 10:21:23,106.8358619,-6.187387074,106.796366,-6.189068,completed,34000,15000,1
540264388,542623841,8/23/2016 3:24:23,106.8225937,-6.202856703,106.812926,-6.240246,completed,19000,10000,0
540266977,546690336,8/23/2016 9:38:04,106.8292191,-6.217853921,106.8538273,-6.246418611,completed,32000,13000,1
540301938,550866096,8/23/2016 9:31:58,106.8225779,-6.185427131,106.798802,-6.196939,completed,18000,7000,1
540278639,550086413,8/23/2016 9:03:21,106.834839,-6.2590173,106.7775258,-6.2285452,cancelled,37000,21000,1
540251367,546031988,8/23/2016 6:02:27,106.8986266,-6.231425875,106.893083,-6.238206,completed,15000,11000,0
540332503,542916844,8/23/2016 4:41:48,106.9117054,-6.282736485,106.916397,-6.281283,completed,15000,12000,0
540182763,554426117,8/23/2016 10:20:35,106.8343655,-6.279742446,106.7956953,-6.2735718,completed,21000,9000,1
540237594,544075239,8/23/2016 1:14:58,106.8317403,-6.15753882,106.856591,-6.136532203,completed,16000,8000,0
540445804,543035155,8/23/2016 9:56:16,106.7332546,-6.2474298,106.7370399,-6.2109243,completed,25000,13000,1
540288827,553014221,8/23/2016 1:37:47,107.0039351,-6.376393092,106.9715441,-6.3972105,completed,15000,7000,0
540238697,544215101,8/23/2016 4:00:15,106.82018,-6.211055146,106.8411442,-6.1771343,completed,16000,6000,0
540473656,547853793,8/23/2016 5:48:20,106.8399717,-6.187065417,106.834709,-6.186646,completed,15000,11000,0
540197186,544143905,8/23/2016 9:17:36,106.8162236,-6.1976703,106.7307202,-6.2394151,completed,53000,29000,1
540253447,543907858,8/23/2016 9:54:13,106.8914101,-6.151452963,106.870392,-6.151259956,completed,15000,9000,1
540410933,543110816,8/23/2016 13:02:25,106.7942417,-6.4022109,106.8327508,-6.3290292,cancelled,31000,12000,0
540189486,551221259,8/23/2016 10:00:59,106.7980395,-6.2773579,106.7952184,-6.255551,completed,15000,7000,1
540390299,552873881,8/23/2016 7:51:41,106.760518,-6.331197915,106.7950917,-6.2923423,completed,19000,7000,0
540452195,543306849,8/23/2016 9:54:17,106.766788,-6.191656,106.7315341,-6.2150641,cancelled,23000,10000,1
1373293,548023473,8/23/2016 12:00:35,106.8158231,-6.277260954,106.8500001,-6.223989008,completed,25000,13000,0
540197140,544948671,8/23/2016 8:56:31,106.7687785,-6.200224522,106.7626134,-6.195777748,completed,15000,12000,0
540218365,543300566,8/23/2016 13:19:58,106.8445328,-6.197545663,106.9021254,-6.1285843,completed,34000,19000,0
540297275,544806945,8/23/2016 8:45:09,106.8723959,-6.1234342,106.8520882,-6.1924459,completed,31000,12000,0
540193762,543543790,8/23/2016 14:31:03,106.799754,-6.244795508,106.8106491,-6.322756097,completed,34000,14000,0
540219204,553796363,8/23/2016 8:13:20,106.7714805,-6.297074904,106.688546,-6.3412313,completed,40000,16000,0
540276563,547735584,8/23/2016 9:51:16,106.7953582,-6.168026,106.830699,-6.175817,completed,27000,12000,1
540436127,554415273,8/23/2016 9:40:43,106.789054,-6.22718,106.7806575,-6.2301457,completed,15000,7000,1
540268089,547010837,8/23/2016 8:18:40,106.8000618,-6.237776777,106.8291128,-6.2245145,completed,19000,7000,0
540177881,543343652,8/23/2016 12:29:49,106.8297421,-6.2411877,106.8808569,-6.253907153,completed,20000,8000,0
540307591,548291549,8/23/2016 2:52:45,106.8816894,-6.236814564,106.860859,-6.218932,completed,15000,8000,0
540276329,547398906,8/23/2016 2:40:36,106.7322569,-6.340377022,106.7126083,-6.2966793,completed,17000,7000,0
540267032,551035192,8/23/2016 3:24:50,106.867472,-6.268618296,106.902938,-6.292776,completed,20000,11000,0
540230380,553886134,8/23/2016 4:58:20,106.8073242,-6.200812822,106.797026,-6.207372,completed,15000,8000,0
540237513,552929721,8/23/2016 13:44:15,106.749136,-6.331991,106.7328537,-6.3670202,completed,15000,6000,0
540204957,546638335,8/23/2016 13:33:34,106.8099367,-6.207596397,106.7853338,-6.2004002,completed,15000,9000,0
540190164,544155694,8/23/2016 0:31:42,106.85435,-6.3536059,106.8993119,-6.309820018,completed,29000,16000,0
540231270,549625614,8/23/2016 3:14:38,106.901908,-6.3761,106.9447146,-6.3846283,completed,15000,6000,0
540249536,545470238,8/23/2016 9:04:51,106.82564,-6.241429968,106.8325,-6.221,cancelled,15000,7000,1
540458998,549924877,8/23/2016 12:20:04,106.7968213,-6.214665527,106.8640908,-6.197480666,completed,28000,11000,0
540181910,543158680,8/23/2016 1:20:19,106.8346009,-6.445624451,106.8173851,-6.405261902,completed,17000,7000,0
540274670,544223993,8/23/2016 14:13:33,106.817537,-6.24731015,106.8544365,-6.177018292,cancelled,33000,13000,0
540253036,548628554,8/22/2016 22:55:06,106.9402209,-6.253487885,106.939988,-6.217619,completed,15000,9000,0
540229996,547125069,8/23/2016 7:04:38,106.7529421,-6.263841161,106.8304036,-6.228533532,completed,35000,14000,0
540277868,552458939,8/22/2016 23:31:17,106.816524,-6.200903,106.789054,-6.227180011,completed,16000,6000,0
540273841,542885342,8/23/2016 9:28:31,106.8602918,-6.1407257,106.88316,-6.144134,completed,15000,9000,1
540446895,543528431,8/23/2016 7:45:36,106.6785339,-6.300800995,106.6918051,-6.324735853,completed,15000,9000,0
540219158,124699,8/23/2016 5:21:18,106.808651,-6.223383,106.8385201,-6.2995116,completed,32000,17000,0
540402638,552076122,8/22/2016 23:20:31,106.8692809,-6.178640938,106.8722045,-6.185393,completed,15000,11000,0
540434746,547170794,8/23/2016 16:10:39,106.8144991,-6.137548935,106.8783169,-6.122390097,cancelled,28000,11000,0
540469360,542918125,8/23/2016 12:36:01,106.8281218,-6.2245601,106.747227,-6.217918,cancelled,36000,19000,0
540452729,543119150,8/23/2016 5:11:09,106.8053966,-6.3796406,106.846393,-6.373391,cancelled,21000,8000,0
540274401,543588055,8/23/2016 0:14:07,106.7977259,-6.25364986,106.8204693,-6.2129065,completed,21000,11000,0
540201272,553329346,8/22/2016 23:06:13,106.8923448,-6.113021824,106.903652,-6.163082599,completed,21000,8000,0
540400308,549736859,8/23/2016 11:49:43,106.7744154,-6.5483259,106.7685049,-6.562725122,completed,17000,7000,1
540271841,542552439,8/23/2016 9:38:23,106.7170264,-6.3226535,106.7931302,-6.2669114,completed,57000,24000,1
540429678,549575261,8/23/2016 10:40:27,106.7912651,-6.1776216,106.8543718,-6.2289805,completed,53000,22000,1
540251463,545779088,8/23/2016 0:45:07,106.8278002,-6.161235235,106.841847,-6.15663,completed,15000,11000,0
540180565,549150298,8/23/2016 1:03:40,106.8583837,-6.157288147,106.8347012,-6.184505155,completed,19000,10000,0
540400948,553803452,8/22/2016 23:12:28,106.7687803,-6.5675171,106.7911223,-6.5939067,cancelled,15000,8000,0
540222755,543408084,8/23/2016 9:46:48,106.784854,-6.253336,106.7356973,-6.2806009,completed,36000,15000,1
540197952,544474297,8/23/2016 0:50:21,106.8226034,-6.20446527,106.816092,-6.226869,cancelled,15000,8000,0
540410830,550472484,8/23/2016 10:21:56,106.81207,-6.132394,106.778457,-6.108485,cancelled,26000,11000,1
540302757,554071947,8/23/2016 4:07:59,106.9998206,-6.236424946,106.999258,-6.2363676,completed,15000,11000,0
540450406,553459364,8/23/2016 8:49:37,106.8377538,-6.20410196,106.8459116,-6.2188769,completed,15000,10000,0
540401954,547441204,8/23/2016 13:17:09,106.793931,-6.208426,106.7763572,-6.2231791,completed,15000,9000,0
540300278,545400014,8/22/2016 23:47:28,106.905562,-6.1786728,106.842363,-6.222903,completed,31000,16000,0
540178580,542622110,8/23/2016 1:05:18,106.9591362,-6.2467319,106.8216276,-6.1792631,completed,63000,25000,0
540464226,554416996,8/23/2016 16:11:26,106.7140661,-6.196108066,106.7484336,-6.2054404,completed,24000,10000,0
540294717,542707202,8/22/2016 22:50:28,106.8691136,-6.134846091,106.9001246,-6.169594657,completed,19000,10000,0
540218495,542684368,8/23/2016 10:09:26,106.827778,-6.180543241,106.8665147,-6.1967581,completed,29000,12000,1
540232506,543248210,8/23/2016 14:09:08,106.7638853,-6.268574,106.761525,-6.256332,completed,15000,12000,0
540208305,550225455,8/23/2016 7:12:24,106.807529,-6.310966,106.8052233,-6.2857448,completed,16000,6000,0
540285918,539396301,8/23/2016 0:28:07,106.8438344,-6.255445575,106.840667,-6.24072,completed,15000,10000,0
540408277,543292763,8/23/2016 13:05:02,106.8004212,-6.245904684,106.790101,-6.237698,completed,15000,10000,0
540217265,549708434,8/23/2016 12:40:30,106.800556,-6.253010626,106.7091736,-6.3330143,completed,50000,20000,0
540337370,551974439,8/23/2016 10:28:30,106.9992909,-6.242998423,106.998969,-6.235918009,cancelled,15000,7000,1
540474605,552875797,8/23/2016 11:49:08,106.8847713,-6.20302436,106.9006464,-6.1805403,completed,16000,7000,1
540334205,551613091,8/23/2016 12:52:13,107.0003319,-6.235768027,106.9972185,-6.220649,cancelled,15000,10000,0
540184657,553198977,8/22/2016 23:18:08,106.7933482,-6.44402363,106.761615,-6.410911,completed,19000,7000,0
540304734,547475072,8/23/2016 5:48:50,106.8285351,-6.175175976,106.816605,-6.225238,cancelled,19000,7000,0
540419675,551019947,8/23/2016 0:52:46,106.801043,-6.157621,106.840196,-6.161081,cancelled,17000,7000,0
540251513,547598145,8/23/2016 10:17:14,106.832497,-6.23014802,106.8016144,-6.1937584,cancelled,27000,12000,1
540310510,545882220,8/22/2016 22:51:46,106.7812441,-6.561256907,106.7996041,-6.588827852,completed,16000,6000,0
540271463,542830910,8/23/2016 2:04:09,106.8330717,-6.187141748,106.797821,-6.190489,completed,15000,8000,0
540415801,543031416,8/23/2016 1:54:11,106.8787219,-6.22979006,106.8514394,-6.2008578,completed,16000,6000,0
540195060,544872392,8/23/2016 14:09:55,106.8596169,-6.199067917,106.799362,-6.1892963,completed,24000,12000,0
540295578,544398258,8/23/2016 7:31:55,106.9725015,-6.2709433,106.9616759,-6.3065439,completed,15000,6000,0
540414857,542742514,8/23/2016 0:04:52,106.8441999,-6.415147019,106.817194,-6.404200046,completed,15000,9000,0
540287343,549055310,8/23/2016 1:04:02,106.7875052,-6.2626684,106.781807,-6.263048,completed,15000,11000,0
540230809,544099634,8/23/2016 0:11:44,106.82237,-6.198989922,106.8046899,-6.16616297,completed,15000,9000,0
540208894,545414698,8/23/2016 4:10:32,106.616428,-6.228842165,106.658873,-6.236909886,completed,21000,8000,0
540408462,543857246,8/23/2016 11:49:46,106.7046253,-6.1567212,106.6119454,-6.169719,completed,45000,25000,1
540425496,543912213,8/23/2016 6:20:14,106.844908,-6.128156926,106.848339,-6.125162,completed,15000,12000,0
540436032,544793235,8/23/2016 12:28:05,106.826868,-6.310255,106.8069339,-6.3343985,completed,15000,8000,0
540217678,542730261,8/23/2016 11:10:07,106.7864878,-6.1687717,106.749081,-6.161781911,completed,21000,9000,1
540443075,546548427,8/23/2016 15:22:09,106.7187241,-6.227997923,106.674203,-6.192732,completed,22000,9000,0
540298542,546242281,8/23/2016 9:33:19,106.7999551,-6.223664707,106.796415,-6.189032,completed,27000,11000,1
540448124,552958413,8/23/2016 4:51:32,106.6656258,-6.07397548,106.6448229,-6.1065274,completed,19000,7000,0
25619452,551680320,8/23/2016 13:54:17,106.8636901,-6.245670051,106.8584991,-6.2423748,cancelled,15000,11000,0
540186007,542640898,8/23/2016 9:57:12,106.9036203,-6.1165778,106.8833272,-6.1856976,completed,39000,16000,1
540271789,543231378,8/23/2016 1:13:52,106.8616993,-6.18348718,106.8449519,-6.1497117,completed,15000,6000,0
540401676,548337517,8/22/2016 22:51:14,106.8507109,-6.383169044,106.8297481,-6.336205024,completed,24000,10000,0
540435716,545131007,8/23/2016 3:20:10,106.8224451,-6.2000269,106.821707,-6.207766,cancelled,15000,10000,0
540207197,542597282,8/23/2016 8:23:19,106.8220706,-6.215502124,106.8424021,-6.144916015,cancelled,28000,15000,0
540285657,543151769,8/23/2016 0:26:19,106.8029294,-6.3387596,106.820445,-6.305657,completed,15000,9000,0
540193544,553692615,8/23/2016 0:35:53,106.948232,-6.251424204,106.98298,-6.228359,completed,15000,6000,0
540200855,545818538,8/23/2016 12:37:21,106.7564534,-6.19410149,106.6989391,-6.156256119,cancelled,30000,16000,0
540178804,551884464,8/23/2016 9:19:55,106.8229799,-6.233326988,106.8809223,-6.2728552,completed,37000,21000,1
540285568,543203326,8/23/2016 6:38:29,106.8013154,-6.226664399,106.7814496,-6.201652774,cancelled,15000,8000,0
540400160,550759866,8/23/2016 0:35:38,106.81537,-6.2093799,106.8070484,-6.2070896,completed,15000,11000,0
